description,dataset
| #Lakers | #NBA | #Juventus | Serie A | #Fantacalcio | Politica | Los Angeles | Torino | Sky | F1| #Ferrari | SoloMercato24.it | Apple | iPhone,0
sii il cambiamento che vuoi vedere nel mondo,0
"22 anni, studio inglese e arabo. He who learns a language, acquires a new soul.",0
"Inshalla, dal 3 ottobre 1979",0
"The truth is, wherever you choose to be, it's the wrong place.",0
" No hay espacio más ancho que el dolor,no hay universo como aquel que sangra.Pablo Neruda",0
La sanità mentale è un'imperfezione - https://t.co/awwqDWh5 - http://t.co/9efLFg4W - http://t.co/jXkT4eAA,0
Determination that is incorruptible ,0
"Studente del Liceo Cremona di Milano, pallanuotista nella @PoliNovate",0
Malata di Genoa dalla nascita studentessa universitaria speranzosa nonostante tutto...battoilcazzo del mondo e di cosa pensa la gente #chimiamamisegua ,0
La Noia in persona. Milanese e fieramente Milanista. Sfogo la mia logorrea su twitter per non disturbare i miei conoscenti. Un po' morta dentro.,0
gi-f architecture is an architecture firm based in Italy,0
"QualunqueAmoreRiusciate aDare eAvere.QualunqueFelicitàRiusciate aRubacchiare o aProcurare;QualunqueTemporaneaElargizioneDiGrazia,BASTA CHE FUNZIONI! :)",0
"Il guerriero della luce crede.Poiché crede nei miracoli, i miracoli cominciano ad accadere. (Paulo Coelho) #bike and #love",0
The important thing is to share,0
futugrafica presso il futurista,0
"chirurgo gen: 40 tiroidi,40 polmoni,30 stomaci,100 colon,20 pancreas,12 fegati, 10 obesi/anno. Aperto profilo perchè ora rappresentante ACOI Veneto",0
Mi piace infiltrarmi nell'ingranaggio di un sistema fingendo di farne parte e poi lentamente far marcire tutto l'impero da dentro.,0
"Studentessa in lettere, sono collaboratrice di Go-Bari e addetta stampa della Fijlkam Karate Puglia. ",0
posa l'orecchio sul bicchiere sente il mare ma non è il suono della musica che piace a lei,0
We are human people and we like share our innovative ideas,0
"Stile libero, libero pensiero",0
"The world is ours, if you want it, we can take it, if you just take my hand. There's no turning back now..Baby, try to understand.",0
"La moda passa, lo stile resta.",0
"Basketball player, Surfer, music lover, fu**in' dreamer",0
Cittadino del mondo che tra Architecture&Design immagina un'Italia migliore,0
curiosa curiosa curiosa,0
"Non enunciazione di astratto principio, ma garanzia di effettiva esigibilita' del diritto di ogni cittadino italiano a condurre Esistenza Libera e Dignitosa",0
Meglio un abito oggi che un monaco domani,0
"Mi presento, son l'orsetto ricchione. (Elio, 1992)Presente con educazione e stile. (@Roxintherocs)Simpatico e autoironico, pensa quel che dice (@Truciolo76)",0
Margie per gli amici ;),0
le persone con le loro esigenze prima di tutto... e la mia professionale sensibilita per trovare delle soluzioni. Si può crescere insieme!,0
"Born Milano, Italy, 1939. Novelist, traveler, photographer, translator. 14 novels, 3 travel books, 71 translations from english&american. Premio Campiello 1985.",0
"Dipendente pubblico, dottorando di ricerca, politicante per volontariato. Passioni: colline di Serramazzoni (MO), tecnologia, fotografia, birra artigianale...",0
"Allievo SSSUP, primo anno Medicina e Chirurgia presso Università di Pisa, ex liceo Brocchi di Bassano del Grappa. Atleta di sci alpino e giocatore di Rugby.",0
«One day even the war will bow to the sound of a guitar». Jimi Hendrix,0
Destiny is for losers. It's just a stupid excuse to wait for things to happen instead of making them happen.,0
"Was mich nicht umbringt, macht mich (noch) stärkerCuasso al Monte, Varese la verde Valceresio",0
"se potessi passerei il mio tempo con il mio baffuto marito, mia figlia polpetta, leggerei libri e farei fotografie, ma non posso... quindi faccio anche altro.",0
"Ingegnere, babbo, marito, scrittore. Scusa se e' poco! Mi sto impegnando per aggiungere altre qualifiche!",0
Studente di economia all'Università Cattolica del Sacro Cuore di Milano.,0
"Marito, padre, impiegato e innamorato della vita! | Cattolico e liberale | Ad maiora!",0
«Ho lottato invano. Non ci riesco. Non posso reprimere il mio sentimento. Deve permettermi di dirle con quanta passione la ammiro e la amo.» Pride and prejudice,0
"PostGraduate Student of ComputerEngineering , SSC Napoli Supporter and big fan of The Big Bang Theory",0
"Credevo di avere tutte le risposte, ma le domande erano sbagliate...",0
"Sono autodidatta, ma anche sono può bastare",0
International Studies student in Trento | Basketball addicted #celtics | Tireless mountaineer | flâneur | @coe Youth Peace Ambassador #YPA project,0
"Trust me, I'm (not) an architect.",0
...con le mani in tasca ed un oceano verde dietro le spalle...(or at least I would like to),0
#M5S⭐⭐⭐⭐⭐|Milan&Chelsea nel ❤|#CR7|#Federer|Rap italiano|#Apple|#Masterchefit|#Hellskitchen|#Thefollowing|#DottorHouse|#HarryPotter|#IronMan|#Fifa13|,0
Bioinformatico & Informatico.Retweetto la Scienza!https://t.co/MUrPkJGOnH,0
"Se mi volete offendere dite che sono solamente un informatico. Passioni? realtà, scienza, filosofia e tutto ciò che è ragionevole ... Dio compreso!",0
"Executive Board member and Regional Director for Greece, Italy, Portugal and Spain @ESFLiberty",0
"Quarantaequalcosenne, iperteso, sovrappeso, mai arreso. Una moglie, un figlio e un cane. Poco tempo e troppe passioni",0
#PoweredByVictory #Vipstaff #GianniBdj,0
"Piedi per terra, testa fra le nuvole.",0
"Appalti, spesa pubblica e ICT, per vocazione.Imprenditore e non piÃ¹ dirigente di Azienda pubblica, per scelta.Ottimista, per forza!",0
Casalingo,0
90% pantofolaia. FC Internazionale come religione. Schifo i sabato sera. Amo gli animali. TWD / SPN / New Girl / HIMYM / Misfits / AHS,0
Studente @Polimi - FacoltÃ  di Architettura e SocietÃ  - Architettura Ambientale,0
"Vorrei capire effettivamente quanto siamo ..fritti.. in questa societÃ  fatta di furbi,violenti e potenti arroganti......",0
Meglio stare zitti e passare per fessi che parlare da fessi.,0
La vita e' profonda nella sua semplicita',0
"Avvocato, Politico, Deputato di Fratelli d'Italia",0
our work is never over,0
"Napoletana. Mi piacciono i tram e gli autogrill, le sei del mattino e le tre del pomeriggio. Â«Se c'Ã¨ l'amore c'Ã¨ tutto. No, chella Ã¨ 'a saluteÂ». ",0
"Biologist, ex ballerina, #rugby fan, #TVshows addicted, Potterholic. I love giraffes.",0
Da consumarsi preferibilmente entro il 02/07/18,0
"Studente universitario catanese, tra i libri e il mondo! www.cwmun.org",0
"Visual Designer. Digital and analog technology addict; devoted to creativity. I love everything that moves on wheels, good music and @iBeolchini",0
Quante cose che non sai di me...Quante cose che non puoi sapere!,0
Senza filtri:questo Ã© il problema!,0
"Â« Io la sera mi addormento e qualche volta sogno, perchÃ© voglio sognare. Â»",0
videomaker freelance,0
Operaio.,0
 The show must go on! ;),0
"Italiana, 20 anni, seguace del fancazzismo.Tottiana, Zemaniana. #ASR #JAR17 #Coldplay #Nesli.Bye.",0
"Non possiamo sceglierci i genitori, il posto dove nascere, il nostro corpo, però possiamo scegliere di ridere.",0
Appassionata di storia cinquecentesca. Appassionata animalista. Appassionata.,0
Something would be nothing. Best idols in the world.,0
Voglio un mondo all'altezza dei sogni che ho e non è obbligatorio essere eroi.. L L sempre sulla tua strada,0
Piove sui giusti e sugli iniqui. E cosa c'entriamo noi nel mezzo?come sparare sul piatto versato,0
"Non sono mai stato alla mano ed ero l'unico a non saperlo. Per fortuna, me ne sono fatto una ragione.",0
"graduated in Communication science and currently student in Mass media and politics in Forlì, web 2.0 and I love red wine",0
Mi dimentico le cose. ,0
"Studente, pallavolista, Scout, divoratore di libri e amante dei felini a 4 zampe",0
"Intollerante ad ipocrisia, falsità, arroganza e falso perbenismo • Non le mando a dire • Pecco spesso d' ingenuità • Amo ridere!!!  (◕‿◕)     ",0
a way of life.,0
"Studente in Giurisprudenza,22 anni. Juventus F.C. & Chelsea. Automobilismo. MotoGp & Superbike. Running. Politica. Amo la mia isola.",0
voce critica dei moderati campani.,0
Amateur (Ham) Radio Operator Telegrapher (CW Morse) Radioamatore (OM),0
@ligabue ♡,0
...femminista antifascista atea studentessa... ,0
"pensionata,  appassionata di foto, collezionismo, cinema, teatro,musica lirica ecc.,arte, poesie,  ama i cantanti degli 60/70 veri poeti!!!",0
Si spengono le luci dei riflettori e anche gli dei tornano uomini.,0
pensionato-ho 76 anni compiuti-amo la natura-mi piace leggere-scrivereed ho un motto-il tempo è l'essenza della vita fai tesoro di ogni istante,0
"Juve. Tanta, tantissima, quasi fino a farmi odiare. Bruce Springsteen. Rock. Qui posso dare il peggio di me. E non mi tiro indietro",0
A sarà düra!!! http://t.co/xl6AeJPjhttp://t.co/JqhZdFIP,0
Something more about me?Here: http://t.co/bxsETdEIaP ; http://t.co/W71HtQT21Y,0
Fottuto e felice titolare di una bottega di filosofia artigianale.,0
Come convivere con l'Hipster dentro di noi.,0
Croatian - Musician - Slint - Nirvana,0
"Ci sono tre modi di fare le cose. Giuste, sbagliate e come dico io.Cacacazzo, pignola, logorroica.Adorabile insomma!Autoritratti millantatori.",0
..sensibile...lunatica...romantica...testarda...sognatrice...dolce...possessiva...sincera...,0
"Two little blackbirds sittin' on a hill, one named Jack and one named Jill. Fly away Jack, fly away Jill. Come back Jack, come back Jill.",0
"Leggo gli annunci, vado a vedere le case e le persone che incontro diventano i protagonisti di #storieinaffitto. ",0
"Cristina e il nostro Riccardo il senso della mia vita, dirigente bancario no carbo oriented: mangiare e' nutrirsi non soddisfarsi",0
Specializzando in Filologia Classica - Università degli Studi di Catania,0
Genio è chi crea coincidenza tra il mondo in cui vive e il mondo che vive in lui ,0
"Laureato in Management Aziendale, Pallavolista, Chitarrista da falò, in Viaggio a Coltivare il Mio Sogno!",0
Nomade,0
"11: ho una sola parola, ho una sola fede, 1-1, TWOFINGERZ OK! -ITALY-18-",0
Do your best to light up the brains of idiots... Studente Commercio Estero @CaFoscari,0
"FreeGraphicDesigner, Studente Ingegneria Gestionale, da anni nel mondo del volontariato, impegnato con ass. Cambiare Davvero per migliorare la politica",0
Non condivido le tue idee ma sono disposta a dare la mia vita affinché tu le esprima. Il più lontano possibile da me.,0
"Amo la mia famiglia,la mia donna e gli animali. Vado matto per gli amici..quelli veri...per il resto giudicate voi. Stay Tuned!",0
"La speranza è l'ultima a morire, ma anche la prima a illuderti.❤Scrubs//fun.//Depeche Mode//Muse",0
#HarryPotter regna.9 ¾ Always.19/09 Helena Bonham Carter.ALLONS-Y! Dottore mi offro volontaria #DottorWho #HungerGames BRE! #Sherlock #Merlin #BBC #Sheerios,0
Maybe we were just fooling ourselves until something happened that was big enough to make us realize how crazy our world really is,0
"Biagio, la mia vita, la mia forza, il mio coraggio..........................",0
tutto e subito...,0
Ignaro del fatto di essere. La nave e la luna.,0
voglio incontrare VALENTINO ROSSI!!!!,0
"Esperto nelle nuove tecnologie e fanatico dei prodotti Apple, giocatore di pallacestro, interista, amante dello sport, del design e della musica in generale",0
"Keep calm and remember: P. Sherman 42 Wallaby Way, Sydney",0
handmade_dipendente  - la mia mente è in continua creazione -,0
"cazzeggiatore nato, motociclista nel sangue! Regista radiofonico a RunRadio",0
"Padre, marito, pazzo per il baseball, batterista, quasi golfista, manager, Italiano, indignato per il presente dell'Italia e preoccupato per il suo futuro",0
Adesso! è il momento. ,0
Per ogni fine c'è sempre un nuovo inizio,0
"Purple, Funky & Biker Inside.... ",0
..CuriosissimaMe.. Appassionata retwittatrice e reporter per hobby..,0
guai a chi mi tocca @valeyellow46-il #SIC eterno amore e #ForzaRoma sempre!!!,0
Spasimante di quei due matti chiamati Federico Buffa e Flavio Tranquillo.  Cuore rossoblù e tanto rispetto per la musica di Jovanotti.,0
Che minchia guaddi??,0
le donne magre sono come i pantaloni senza tasche: non sai mai dove mettere le mani. E. Labiche,0
Since 1984 • In Love With @AliceDigiacomo #AeGSoloCoseBelle #FinoAllaFineForzaJuventus,0
Non potevamo vedere nient'altro che il grigio di quel mondo quando smettevamo di suonare...,0
Prigionieri di una fede S.S.LAZIO,0
universita' di giurisprudenza perugia.     studentessa di diritto...un po' meno di fatto!,0
"Myself. Med Student in Milan. Believe in Freedom of Speech, of Love, of Opportunities. Juventus Fan. From Atlantis aka Sardinia. Fortuna Audaces Iuvat",0
Senza accorgermene stabilisco una relazione in base ai gusti musicali dell'altro. Drummer of a r'n'r band. Por siempre Erasmus. Mechanical engineering student,0
un ragazzino volenteroso.,0
la pazzia è come il Paradiso.Quando arrivi al punto in cui non te ne frega più niente di quello che gli altri dicono...sei vicino al Cielo#Inter#ChupaChups,0
"Student of Economics and Finance at Bocconi University to earn a living, musician/singer/actor/dancer/photographer to taste life meaning and keep on dreaming.",0
"I'm a science storyteller. Books, press, documentary screenplays, infographics, edu & museographic projects, corporate communication.Science needs to spread.",0
"Love the life you live, live the life you love. Bob Marley",0
La vita mi ha insegnato a non piangere sul latte che è versato. Io piango solo se il destino mi rovescia il vino.,0
Un giorno senza sorriso è un giorno perso....(chaplin),0
"Amo la Vita:ne inseguo la Verità,cercando sempre la più scomoda; la difendo con Il DonoOnlus; ci gioco con i fiori; la celebro cantando. Amo Roma e l'AsRoma.",0
"Ho poche idee, ma confuse. (E. Flaiano)",0
navigo negli oceani virtuali per trovare me stesso!,0
"Student of European Economics in Rome. Passionate about observing, studying - and hopefully improving - real-life social networks.",0
"#News, #musica, #politica, #fotografie e #video... Ottimo massaggiatore #shiatsu e #riflessologo. Seguitemi!!! https://t.co/nF9XkzWCTmhttp://t.co/Pc0UH0zcIx",0
"Praemitto, scindo, summo, casumque figuro, perlego, do causas, connoto et obiiiiiiiiiiicio",0
la dolcezza ed il rispetto sono alla base di tutto,0
"Oh honey, I've been called worse.",0
"You think I'm a hero? I am not a hero. And if you're smart, that scares you. Because I have nothing to lose.",0
"Pensatore, irrazionale.",0
di poche parole.. ma di tanta polemica!,0
"Tutto ciò che nella vita influisce su di noi, in un modo o nell'altro ci cambia, ci insegna.....",0
"Commediografo dialettale per hobby, sono appassionato di viaggi, specialmente alla scoperta di culture diverse dalla nostra. Mi piace l'Ucraina",0
